candidate_idx,val_accuracy,test_accuracy,is_best_val,parent_ids
0,0.7698744769874477,0.7510373443983402,False,[None]
1,0.8326359832635983,0.8381742738589212,False,[0]
2,0.9539748953974896,0.9294605809128631,True,[1]
3,0.8158995815899581,0.8132780082987552,False,[0]
4,0.891213389121339,0.8547717842323651,False,[0]
5,0.899581589958159,0.9253112033195021,False,[4]
