candidate_idx,val_accuracy,test_accuracy,is_best_val,parent_ids
0,0.7656903765690377,0.7842323651452282,False,[None]
1,0.7364016736401674,0.7634854771784232,False,[0]
2,0.7949790794979079,0.7676348547717843,True,[1]
3,0.7112970711297071,0.6929460580912863,False,[0]
4,0.7615062761506276,0.7717842323651453,False,[3]
5,0.6569037656903766,0.6929460580912863,False,[2]
