model,baseline,current,n_comparisons,bonferroni,n,a,b,c,d,acc1,acc2,delta,ndis,discordance,p,alert_raw,alert_bonf,alert_bonf_floor,alert_3pp,alert_5pp
gpt-5,2026-03-08,2026-03-22,22,0.002272727272727273,297,288,0,2,7,0.9696969696969697,0.9764309764309764,0.006734006734006734,2,0.006734006734006734,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-04-01,22,0.002272727272727273,299,289,1,1,8,0.9698996655518395,0.9698996655518395,0.0,2,0.006688963210702341,0.75,0,0,0,0,0
gpt-5,2026-03-08,2026-04-06,22,0.002272727272727273,298,288,1,0,9,0.9697986577181208,0.9664429530201343,-0.003355704697986577,1,0.003355704697986577,0.5,0,0,0,0,0
gpt-5,2026-03-08,2026-04-13,22,0.002272727272727273,299,288,2,1,8,0.9698996655518395,0.9665551839464883,-0.0033444816053511705,3,0.010033444816053512,0.5,0,0,0,0,0
gpt-5,2026-03-08,2026-04-20,22,0.002272727272727273,298,287,2,2,7,0.9697986577181208,0.9697986577181208,0.0,4,0.013422818791946308,0.6875,0,0,0,0,0
gpt-5,2026-03-08,2026-04-27,22,0.002272727272727273,299,290,0,1,8,0.9698996655518395,0.9732441471571907,0.0033444816053511705,1,0.0033444816053511705,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-05-11,22,0.002272727272727273,299,288,2,0,9,0.9698996655518395,0.9632107023411371,-0.006688963210702341,2,0.006688963210702341,0.25,0,0,0,0,0
gpt-5,2026-03-08,2026-05-18,22,0.002272727272727273,299,290,0,1,8,0.9698996655518395,0.9732441471571907,0.0033444816053511705,1,0.0033444816053511705,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-05-25,22,0.002272727272727273,297,288,0,0,9,0.9696969696969697,0.9696969696969697,0.0,0,0.0,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-06-01,22,0.002272727272727273,299,290,0,1,8,0.9698996655518395,0.9732441471571907,0.0033444816053511705,1,0.0033444816053511705,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-06-08,22,0.002272727272727273,298,289,0,0,9,0.9697986577181208,0.9697986577181208,0.0,0,0.0,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-06-15,22,0.002272727272727273,299,290,0,2,7,0.9698996655518395,0.9765886287625418,0.006688963210702341,2,0.006688963210702341,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-06-22,22,0.002272727272727273,299,288,2,0,9,0.9698996655518395,0.9632107023411371,-0.006688963210702341,2,0.006688963210702341,0.25,0,0,0,0,0
gpt-5,2026-03-08,2026-06-29,22,0.002272727272727273,298,289,0,1,8,0.9697986577181208,0.9731543624161074,0.003355704697986577,1,0.003355704697986577,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-07-06,22,0.002272727272727273,298,289,0,2,7,0.9697986577181208,0.9765100671140939,0.006711409395973154,2,0.006711409395973154,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-07-09,22,0.002272727272727273,298,287,2,0,9,0.9697986577181208,0.9630872483221476,-0.006711409395973154,2,0.006711409395973154,0.25,0,0,0,0,0
gpt-5,2026-03-08,2026-07-13,22,0.002272727272727273,298,289,0,2,7,0.9697986577181208,0.9765100671140939,0.006711409395973154,2,0.006711409395973154,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-07-20,22,0.002272727272727273,299,290,0,0,9,0.9698996655518395,0.9698996655518395,0.0,0,0.0,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-07-27,22,0.002272727272727273,299,290,0,2,7,0.9698996655518395,0.9765886287625418,0.006688963210702341,2,0.006688963210702341,1.0,0,0,0,0,0
gpt-5,2026-03-08,2026-08-03,22,0.002272727272727273,298,289,0,1,8,0.9697986577181208,0.9731543624161074,0.003355704697986577,1,0.003355704697986577,1.0,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-03-10,23,0.002173913043478261,298,267,13,7,11,0.9395973154362416,0.9194630872483222,-0.020134228187919462,20,0.06711409395973154,0.13158798217773438,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-03-15,23,0.002173913043478261,298,267,13,6,12,0.9395973154362416,0.9161073825503355,-0.02348993288590604,19,0.06375838926174497,0.08353424072265625,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-03-22,23,0.002173913043478261,296,263,16,7,10,0.9425675675675675,0.9121621621621622,-0.030405405405405407,23,0.0777027027027027,0.04656982421875,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-04-01,23,0.002173913043478261,299,263,18,8,10,0.939799331103679,0.9063545150501672,-0.033444816053511704,26,0.08695652173913043,0.03775934875011444,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-04-06,23,0.002173913043478261,298,263,17,3,15,0.9395973154362416,0.8926174496644296,-0.04697986577181208,20,0.06711409395973154,0.0012884140014648438,1,1,1,1,0
gpt-5-mini,2026-03-08,2026-04-13,23,0.002173913043478261,298,267,14,8,9,0.9429530201342282,0.9228187919463087,-0.020134228187919462,22,0.0738255033557047,0.14313936233520508,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-04-20,23,0.002173913043478261,298,266,14,8,10,0.9395973154362416,0.9194630872483222,-0.020134228187919462,22,0.0738255033557047,0.14313936233520508,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-04-22,23,0.002173913043478261,299,264,17,8,10,0.939799331103679,0.9096989966555183,-0.030100334448160536,25,0.08361204013377926,0.05387607216835022,0,0,0,1,0
gpt-5-mini,2026-03-08,2026-04-27,23,0.002173913043478261,299,267,14,10,8,0.939799331103679,0.9264214046822743,-0.013377926421404682,24,0.0802675585284281,0.27062809467315674,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-05-11,23,0.002173913043478261,298,264,16,5,13,0.9395973154362416,0.9026845637583892,-0.03691275167785235,21,0.07046979865771812,0.013301849365234375,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-05-18,23,0.002173913043478261,298,268,12,6,12,0.9395973154362416,0.9194630872483222,-0.020134228187919462,18,0.06040268456375839,0.1189422607421875,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-05-25,23,0.002173913043478261,299,265,16,6,12,0.939799331103679,0.9063545150501672,-0.033444816053511704,22,0.07357859531772576,0.026239395141601562,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-06-01,23,0.002173913043478261,297,261,19,8,9,0.9427609427609428,0.9057239057239057,-0.037037037037037035,27,0.09090909090909091,0.026119492948055267,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-06-08,23,0.002173913043478261,297,268,11,7,11,0.9393939393939394,0.9259259259259259,-0.013468013468013467,18,0.06060606060606061,0.2403411865234375,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-06-15,23,0.002173913043478261,299,265,16,6,12,0.939799331103679,0.9063545150501672,-0.033444816053511704,22,0.07357859531772576,0.026239395141601562,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-06-22,23,0.002173913043478261,299,267,14,9,9,0.939799331103679,0.9230769230769231,-0.016722408026755852,23,0.07692307692307693,0.2024364471435547,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-06-29,23,0.002173913043478261,299,261,20,9,9,0.939799331103679,0.903010033444816,-0.03678929765886288,29,0.09698996655518395,0.03071417286992073,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-07-06,23,0.002173913043478261,299,267,14,10,8,0.939799331103679,0.9264214046822743,-0.013377926421404682,24,0.0802675585284281,0.27062809467315674,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-07-09,23,0.002173913043478261,298,269,11,9,9,0.9395973154362416,0.9328859060402684,-0.006711409395973154,20,0.06711409395973154,0.41190147399902344,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-07-13,23,0.002173913043478261,298,265,15,8,10,0.9395973154362416,0.9161073825503355,-0.02348993288590604,23,0.07718120805369127,0.10501980781555176,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-07-20,23,0.002173913043478261,299,264,17,5,13,0.939799331103679,0.8996655518394648,-0.04013377926421405,22,0.07357859531772576,0.00845026969909668,1,0,0,1,0
gpt-5-mini,2026-03-08,2026-07-27,23,0.002173913043478261,299,266,15,7,11,0.939799331103679,0.9130434782608695,-0.026755852842809364,22,0.07357859531772576,0.06690025329589844,0,0,0,0,0
gpt-5-mini,2026-03-08,2026-08-03,23,0.002173913043478261,298,260,20,7,11,0.9395973154362416,0.8959731543624161,-0.0436241610738255,27,0.09060402684563758,0.0095786452293396,1,0,0,1,0
gpt-5-nano,2026-03-08,2026-03-10,22,0.002272727272727273,299,240,19,14,26,0.8662207357859532,0.8494983277591973,-0.016722408026755852,33,0.11036789297658862,0.24342512083239853,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-03-15,22,0.002272727272727273,298,236,23,13,26,0.8691275167785235,0.8355704697986577,-0.03355704697986577,36,0.12080536912751678,0.06624908198136838,0,0,0,1,0
gpt-5-nano,2026-03-08,2026-03-22,22,0.002272727272727273,298,241,17,16,24,0.8657718120805369,0.8624161073825504,-0.003355704697986577,33,0.11073825503355705,0.5,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-04-01,22,0.002272727272727273,299,241,18,17,23,0.8662207357859532,0.862876254180602,-0.0033444816053511705,35,0.11705685618729098,0.5000000000000001,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-04-06,22,0.002272727272727273,300,246,14,16,24,0.8666666666666667,0.8733333333333333,0.006666666666666667,30,0.1,0.707667644135654,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-04-13,22,0.002272727272727273,300,248,12,15,25,0.8666666666666667,0.8766666666666667,0.01,27,0.09,0.7789658308029175,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-04-20,22,0.002272727272727273,300,241,19,14,26,0.8666666666666667,0.85,-0.016666666666666666,33,0.11,0.24342512083239853,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-04-27,22,0.002272727272727273,299,244,15,16,24,0.8662207357859532,0.8695652173913043,0.0033444816053511705,31,0.10367892976588629,0.639949934091419,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-05-11,22,0.002272727272727273,298,244,14,13,27,0.8657718120805369,0.8624161073825504,-0.003355704697986577,27,0.09060402684563758,0.5,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-05-18,22,0.002272727272727273,299,244,15,19,21,0.8662207357859532,0.8795986622073578,0.013377926421404682,34,0.11371237458193979,0.804235847434029,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-05-25,22,0.002272727272727273,299,241,18,11,29,0.8662207357859532,0.842809364548495,-0.023411371237458192,29,0.09698996655518395,0.132465448230505,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-06-01,22,0.002272727272727273,299,243,16,16,24,0.8662207357859532,0.8662207357859532,0.0,32,0.10702341137123746,0.5699749670457095,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-06-08,22,0.002272727272727273,299,249,10,16,24,0.8662207357859532,0.8862876254180602,0.020066889632107024,26,0.08695652173913043,0.9156812280416489,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-06-15,22,0.002272727272727273,299,243,16,11,29,0.8662207357859532,0.8494983277591973,-0.016722408026755852,27,0.0903010033444816,0.22103416919708252,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-06-22,22,0.002272727272727273,300,246,14,12,28,0.8666666666666667,0.86,-0.006666666666666667,26,0.08666666666666667,0.42250949144363403,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-06-29,22,0.002272727272727273,300,240,20,11,29,0.8666666666666667,0.8366666666666667,-0.03,31,0.10333333333333333,0.07480639219284058,0,0,0,1,0
gpt-5-nano,2026-03-08,2026-07-06,22,0.002272727272727273,299,246,13,18,22,0.8662207357859532,0.882943143812709,0.016722408026755852,31,0.10367892976588629,0.8594792424701154,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-07-09,22,0.002272727272727273,299,241,18,14,26,0.8662207357859532,0.8528428093645485,-0.013377926421404682,32,0.10702341137123746,0.29830744792707264,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-07-13,22,0.002272727272727273,300,249,11,16,24,0.8666666666666667,0.8833333333333333,0.016666666666666666,27,0.09,0.8761057183146477,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-07-20,22,0.002272727272727273,299,242,17,15,25,0.8662207357859532,0.8595317725752508,-0.006688963210702341,32,0.10702341137123746,0.4300250329542905,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-07-27,22,0.002272727272727273,300,251,9,15,25,0.8666666666666667,0.8866666666666667,0.02,24,0.08,0.9242051839828491,0,0,0,0,0
gpt-5-nano,2026-03-08,2026-08-03,22,0.002272727272727273,299,240,19,9,31,0.8662207357859532,0.8327759197324415,-0.033444816053511704,28,0.09364548494983277,0.04357927665114403,1,0,0,1,0
gpt-5.1,2026-03-08,2026-03-10,21,0.002380952380952381,300,282,7,3,8,0.9633333333333334,0.95,-0.013333333333333334,10,0.03333333333333333,0.171875,0,0,0,0,0
gpt-5.1,2026-03-08,2026-03-15,21,0.002380952380952381,298,281,6,4,7,0.9630872483221476,0.9563758389261745,-0.006711409395973154,10,0.03355704697986577,0.376953125,0,0,0,0,0
gpt-5.1,2026-03-08,2026-03-22,21,0.002380952380952381,298,285,2,4,7,0.9630872483221476,0.9697986577181208,0.006711409395973154,6,0.020134228187919462,0.890625,0,0,0,0,0
gpt-5.1,2026-03-08,2026-04-01,21,0.002380952380952381,300,283,6,4,7,0.9633333333333334,0.9566666666666667,-0.006666666666666667,10,0.03333333333333333,0.376953125,0,0,0,0,0
gpt-5.1,2026-03-08,2026-04-06,21,0.002380952380952381,300,286,3,6,5,0.9633333333333334,0.9733333333333334,0.01,9,0.03,0.91015625,0,0,0,0,0
gpt-5.1,2026-03-08,2026-04-13,21,0.002380952380952381,299,285,3,3,8,0.9632107023411371,0.9632107023411371,0.0,6,0.020066889632107024,0.65625,0,0,0,0,0
gpt-5.1,2026-03-08,2026-04-20,21,0.002380952380952381,298,284,3,5,6,0.9630872483221476,0.9697986577181208,0.006711409395973154,8,0.026845637583892617,0.85546875,0,0,0,0,0
gpt-5.1,2026-03-08,2026-04-27,21,0.002380952380952381,299,283,5,4,7,0.9632107023411371,0.959866220735786,-0.0033444816053511705,9,0.030100334448160536,0.5,0,0,0,0,0
gpt-5.1,2026-03-08,2026-05-11,21,0.002380952380952381,300,287,2,5,6,0.9633333333333334,0.9733333333333334,0.01,7,0.023333333333333334,0.9375,0,0,0,0,0
gpt-5.1,2026-03-08,2026-05-18,21,0.002380952380952381,299,283,5,7,4,0.9632107023411371,0.9698996655518395,0.006688963210702341,12,0.04013377926421405,0.80615234375,0,0,0,0,0
gpt-5.1,2026-03-08,2026-05-25,21,0.002380952380952381,299,280,8,5,6,0.9632107023411371,0.9531772575250836,-0.010033444816053512,13,0.043478260869565216,0.29052734375,0,0,0,0,0
gpt-5.1,2026-03-08,2026-06-01,21,0.002380952380952381,299,281,7,5,6,0.9632107023411371,0.9565217391304348,-0.006688963210702341,12,0.04013377926421405,0.38720703125,0,0,0,0,0
gpt-5.1,2026-03-08,2026-06-08,21,0.002380952380952381,298,281,6,3,8,0.9630872483221476,0.9530201342281879,-0.010067114093959731,9,0.030201342281879196,0.25390625,0,0,0,0,0
gpt-5.1,2026-03-08,2026-06-15,21,0.002380952380952381,299,285,3,5,6,0.9632107023411371,0.9698996655518395,0.006688963210702341,8,0.026755852842809364,0.85546875,0,0,0,0,0
gpt-5.1,2026-03-08,2026-06-22,21,0.002380952380952381,298,283,4,4,7,0.9630872483221476,0.9630872483221476,0.0,8,0.026845637583892617,0.63671875,0,0,0,0,0
gpt-5.1,2026-03-08,2026-06-29,21,0.002380952380952381,300,284,5,4,7,0.9633333333333334,0.96,-0.0033333333333333335,9,0.03,0.5,0,0,0,0,0
gpt-5.1,2026-03-08,2026-07-06,21,0.002380952380952381,300,282,7,3,8,0.9633333333333334,0.95,-0.013333333333333334,10,0.03333333333333333,0.171875,0,0,0,0,0
gpt-5.1,2026-03-08,2026-07-13,21,0.002380952380952381,299,284,4,5,6,0.9632107023411371,0.9665551839464883,0.0033444816053511705,9,0.030100334448160536,0.74609375,0,0,0,0,0
gpt-5.1,2026-03-08,2026-07-20,21,0.002380952380952381,300,284,5,3,8,0.9633333333333334,0.9566666666666667,-0.006666666666666667,8,0.02666666666666667,0.36328125,0,0,0,0,0
gpt-5.1,2026-03-08,2026-07-27,21,0.002380952380952381,298,282,5,3,8,0.9630872483221476,0.9563758389261745,-0.006711409395973154,8,0.026845637583892617,0.36328125,0,0,0,0,0
gpt-5.1,2026-03-08,2026-08-03,21,0.002380952380952381,300,285,4,4,7,0.9633333333333334,0.9633333333333334,0.0,8,0.02666666666666667,0.63671875,0,0,0,0,0
gpt-5.2,2026-03-08,2026-03-10,21,0.002380952380952381,300,292,1,1,6,0.9766666666666667,0.9766666666666667,0.0,2,0.006666666666666667,0.75,0,0,0,0,0
gpt-5.2,2026-03-08,2026-03-15,21,0.002380952380952381,300,290,3,0,7,0.9766666666666667,0.9666666666666667,-0.01,3,0.01,0.125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-03-22,21,0.002380952380952381,297,287,3,0,7,0.9764309764309764,0.9663299663299664,-0.010101010101010102,3,0.010101010101010102,0.125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-04-01,21,0.002380952380952381,300,291,2,0,7,0.9766666666666667,0.97,-0.006666666666666667,2,0.006666666666666667,0.25,0,0,0,0,0
gpt-5.2,2026-03-08,2026-04-06,21,0.002380952380952381,299,290,2,0,7,0.9765886287625418,0.9698996655518395,-0.006688963210702341,2,0.006688963210702341,0.25,0,0,0,0,0
gpt-5.2,2026-03-08,2026-04-13,21,0.002380952380952381,299,290,2,0,7,0.9765886287625418,0.9698996655518395,-0.006688963210702341,2,0.006688963210702341,0.25,0,0,0,0,0
gpt-5.2,2026-03-08,2026-04-20,21,0.002380952380952381,300,293,0,0,7,0.9766666666666667,0.9766666666666667,0.0,0,0.0,1.0,0,0,0,0,0
gpt-5.2,2026-03-08,2026-04-27,21,0.002380952380952381,298,288,3,1,6,0.9765100671140939,0.9697986577181208,-0.006711409395973154,4,0.013422818791946308,0.3125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-05-11,21,0.002380952380952381,299,291,1,0,7,0.9765886287625418,0.9732441471571907,-0.0033444816053511705,1,0.0033444816053511705,0.5,0,0,0,0,0
gpt-5.2,2026-03-08,2026-05-18,21,0.002380952380952381,300,292,1,1,6,0.9766666666666667,0.9766666666666667,0.0,2,0.006666666666666667,0.75,0,0,0,0,0
gpt-5.2,2026-03-08,2026-05-25,21,0.002380952380952381,299,290,2,0,7,0.9765886287625418,0.9698996655518395,-0.006688963210702341,2,0.006688963210702341,0.25,0,0,0,0,0
gpt-5.2,2026-03-08,2026-06-01,21,0.002380952380952381,300,290,3,0,7,0.9766666666666667,0.9666666666666667,-0.01,3,0.01,0.125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-06-08,21,0.002380952380952381,300,292,1,1,6,0.9766666666666667,0.9766666666666667,0.0,2,0.006666666666666667,0.75,0,0,0,0,0
gpt-5.2,2026-03-08,2026-06-22,21,0.002380952380952381,300,290,3,0,7,0.9766666666666667,0.9666666666666667,-0.01,3,0.01,0.125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-06-29,21,0.002380952380952381,300,290,3,1,6,0.9766666666666667,0.97,-0.006666666666666667,4,0.013333333333333334,0.3125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-07-06,21,0.002380952380952381,299,288,4,1,6,0.9765886287625418,0.9665551839464883,-0.010033444816053512,5,0.016722408026755852,0.1875,0,0,0,0,0
gpt-5.2,2026-03-08,2026-07-09,21,0.002380952380952381,299,289,3,1,6,0.9765886287625418,0.9698996655518395,-0.006688963210702341,4,0.013377926421404682,0.3125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-07-13,21,0.002380952380952381,300,290,3,1,6,0.9766666666666667,0.97,-0.006666666666666667,4,0.013333333333333334,0.3125,0,0,0,0,0
gpt-5.2,2026-03-08,2026-07-20,21,0.002380952380952381,300,291,2,0,7,0.9766666666666667,0.97,-0.006666666666666667,2,0.006666666666666667,0.25,0,0,0,0,0
gpt-5.2,2026-03-08,2026-07-27,21,0.002380952380952381,298,289,2,0,7,0.9765100671140939,0.9697986577181208,-0.006711409395973154,2,0.006711409395973154,0.25,0,0,0,0,0
gpt-5.2,2026-03-08,2026-08-03,21,0.002380952380952381,297,288,2,0,7,0.9764309764309764,0.9696969696969697,-0.006734006734006734,2,0.006734006734006734,0.25,0,0,0,0,0
gpt-5.4,2026-04-01,2026-04-06,18,0.002777777777777778,300,285,3,2,10,0.96,0.9566666666666667,-0.0033333333333333335,5,0.016666666666666666,0.5,0,0,0,0,0
gpt-5.4,2026-04-01,2026-04-13,18,0.002777777777777778,297,282,3,2,10,0.9595959595959596,0.9562289562289562,-0.003367003367003367,5,0.016835016835016835,0.5,0,0,0,0,0
gpt-5.4,2026-04-01,2026-04-20,18,0.002777777777777778,298,283,3,1,11,0.959731543624161,0.9530201342281879,-0.006711409395973154,4,0.013422818791946308,0.3125,0,0,0,0,0
gpt-5.4,2026-04-01,2026-04-27,18,0.002777777777777778,300,288,0,2,10,0.96,0.9666666666666667,0.006666666666666667,2,0.006666666666666667,1.0,0,0,0,0,0
gpt-5.4,2026-04-01,2026-05-11,18,0.002777777777777778,299,285,2,2,10,0.959866220735786,0.959866220735786,0.0,4,0.013377926421404682,0.6875,0,0,0,0,0
gpt-5.4,2026-04-01,2026-05-18,18,0.002777777777777778,300,286,2,2,10,0.96,0.96,0.0,4,0.013333333333333334,0.6875,0,0,0,0,0
gpt-5.4,2026-04-01,2026-05-25,18,0.002777777777777778,299,285,2,3,9,0.959866220735786,0.9632107023411371,0.0033444816053511705,5,0.016722408026755852,0.8125,0,0,0,0,0
gpt-5.4,2026-04-01,2026-06-01,18,0.002777777777777778,299,286,1,2,10,0.959866220735786,0.9632107023411371,0.0033444816053511705,3,0.010033444816053512,0.875,0,0,0,0,0
gpt-5.4,2026-04-01,2026-06-08,18,0.002777777777777778,299,285,2,2,10,0.959866220735786,0.959866220735786,0.0,4,0.013377926421404682,0.6875,0,0,0,0,0
gpt-5.4,2026-04-01,2026-06-15,18,0.002777777777777778,299,287,0,4,8,0.959866220735786,0.9732441471571907,0.013377926421404682,4,0.013377926421404682,1.0,0,0,0,0,0
gpt-5.4,2026-04-01,2026-06-22,18,0.002777777777777778,300,286,2,2,10,0.96,0.96,0.0,4,0.013333333333333334,0.6875,0,0,0,0,0
gpt-5.4,2026-04-01,2026-06-29,18,0.002777777777777778,299,284,3,2,10,0.959866220735786,0.9565217391304348,-0.0033444816053511705,5,0.016722408026755852,0.5,0,0,0,0,0
gpt-5.4,2026-04-01,2026-07-06,18,0.002777777777777778,300,286,2,3,9,0.96,0.9633333333333334,0.0033333333333333335,5,0.016666666666666666,0.8125,0,0,0,0,0
gpt-5.4,2026-04-01,2026-07-09,18,0.002777777777777778,299,286,1,1,11,0.959866220735786,0.959866220735786,0.0,2,0.006688963210702341,0.75,0,0,0,0,0
gpt-5.4,2026-04-01,2026-07-13,18,0.002777777777777778,300,287,1,3,9,0.96,0.9666666666666667,0.006666666666666667,4,0.013333333333333334,0.9375,0,0,0,0,0
gpt-5.4,2026-04-01,2026-07-20,18,0.002777777777777778,300,286,2,3,9,0.96,0.9633333333333334,0.0033333333333333335,5,0.016666666666666666,0.8125,0,0,0,0,0
gpt-5.4,2026-04-01,2026-07-27,18,0.002777777777777778,300,286,2,3,9,0.96,0.9633333333333334,0.0033333333333333335,5,0.016666666666666666,0.8125,0,0,0,0,0
gpt-5.4,2026-04-01,2026-08-03,18,0.002777777777777778,300,287,1,3,9,0.96,0.9666666666666667,0.006666666666666667,4,0.013333333333333334,0.9375,0,0,0,0,0
gpt-5.4-2026-03-05,2026-03-08,2026-03-10,3,0.016666666666666666,299,285,1,3,10,0.9565217391304348,0.9632107023411371,0.006688963210702341,4,0.013377926421404682,0.9375,0,0,0,0,0
gpt-5.4-2026-03-05,2026-03-08,2026-03-15,3,0.016666666666666666,300,285,2,3,10,0.9566666666666667,0.96,0.0033333333333333335,5,0.016666666666666666,0.8125,0,0,0,0,0
gpt-5.4-2026-03-05,2026-03-08,2026-03-22,3,0.016666666666666666,237,223,3,2,9,0.9535864978902954,0.9493670886075949,-0.004219409282700422,5,0.02109704641350211,0.5,0,0,0,0,0
gpt-5.4-mini,2026-07-09,2026-07-13,4,0.0125,300,274,4,10,12,0.9266666666666666,0.9466666666666667,0.02,14,0.04666666666666667,0.9713134765625,0,0,0,0,0
gpt-5.4-mini,2026-07-09,2026-07-20,4,0.0125,299,272,5,10,12,0.9264214046822743,0.9431438127090301,0.016722408026755852,15,0.05016722408026756,0.940765380859375,0,0,0,0,0
gpt-5.4-mini,2026-07-09,2026-07-27,4,0.0125,300,272,6,8,14,0.9266666666666666,0.9333333333333333,0.006666666666666667,14,0.04666666666666667,0.78802490234375,0,0,0,0,0
gpt-5.4-mini,2026-07-09,2026-08-03,4,0.0125,299,263,14,8,14,0.9264214046822743,0.9063545150501672,-0.020066889632107024,22,0.07357859531772576,0.14313936233520508,0,0,0,0,0
gpt-5.4-nano,2026-07-09,2026-07-20,3,0.016666666666666666,299,173,26,14,86,0.6655518394648829,0.6254180602006689,-0.04013377926421405,40,0.13377926421404682,0.0403452338759962,1,0,0,1,0
gpt-5.4-nano,2026-07-09,2026-07-27,3,0.016666666666666666,297,182,16,19,80,0.6666666666666666,0.6767676767676768,0.010101010101010102,35,0.11784511784511785,0.7502200833987445,0,0,0,0,0
gpt-5.4-nano,2026-07-09,2026-08-03,3,0.016666666666666666,299,181,18,20,80,0.6655518394648829,0.6722408026755853,0.006688963210702341,38,0.12709030100334448,0.6864487149214256,0,0,0,0,0
gpt-5.5,2026-07-09,2026-07-13,3,0.016666666666666666,298,282,3,0,13,0.9563758389261745,0.9463087248322147,-0.010067114093959731,3,0.010067114093959731,0.125,0,0,0,0,0
gpt-5.5,2026-07-09,2026-07-20,3,0.016666666666666666,298,285,0,1,12,0.9563758389261745,0.959731543624161,0.003355704697986577,1,0.003355704697986577,1.0,0,0,0,0,0
gpt-5.5,2026-07-09,2026-07-27,3,0.016666666666666666,207,198,1,1,7,0.961352657004831,0.961352657004831,0.0,2,0.00966183574879227,0.75,0,0,0,0,0
